#motif_id	motif_name	motif_description	source_name	source_version	gene_name	motif_similarity_qvalue	similar_motif_id	similar_motif_description	orthologous_identity	orthologous_gene_name	orthologous_species	description
._PGSC0003DMG400003357	._PGSC0003DMG400003357	PGSC0003DMG400003357	CIS_BP	1.1	PGSC0003DMG400003357	0	None	None	1	ABF1	None	BAF1_ABF1
M07025_3.00_PGSC0003DMG400022823	M07025_3.00_PGSC0003DMG400022823	PGSC0003DMG400022823	CIS_BP	1.1	PGSC0003DMG400022823	0	None	None	1	AP2	None	AP2
M07026_3.00_PGSC0003DMG400022823	M07026_3.00_PGSC0003DMG400022823	PGSC0003DMG400022823	CIS_BP	1.1	PGSC0003DMG400022823	0	None	None	1	AP2	None	AP2
M07043_3.00_PGSC0003DMG400022823	M07043_3.00_PGSC0003DMG400022823	PGSC0003DMG400022823	CIS_BP	1.1	PGSC0003DMG400022823	0	None	None	1	AP2	None	AP2
M07050_3.00_PGSC0003DMG400022823	M07050_3.00_PGSC0003DMG400022823	PGSC0003DMG400022823	CIS_BP	1.1	PGSC0003DMG400022823	0	None	None	1	AP2	None	AP2
M07051_3.00_PGSC0003DMG400022823	M07051_3.00_PGSC0003DMG400022823	PGSC0003DMG400022823	CIS_BP	1.1	PGSC0003DMG400022823	0	None	None	1	AP2	None	AP2
M07062_3.00_PGSC0003DMG400022823	M07062_3.00_PGSC0003DMG400022823	PGSC0003DMG400022823	CIS_BP	1.1	PGSC0003DMG400022823	0	None	None	1	AP2	None	AP2
M07063_3.00_PGSC0003DMG400022823	M07063_3.00_PGSC0003DMG400022823	PGSC0003DMG400022823	CIS_BP	1.1	PGSC0003DMG400022823	0	None	None	1	AP2	None	AP2
M07066_3.00_PGSC0003DMG400022823	M07066_3.00_PGSC0003DMG400022823	PGSC0003DMG400022823	CIS_BP	1.1	PGSC0003DMG400022823	0	None	None	1	AP2	None	AP2
M07068_3.00_PGSC0003DMG400022823	M07068_3.00_PGSC0003DMG400022823	PGSC0003DMG400022823	CIS_BP	1.1	PGSC0003DMG400022823	0	None	None	1	AP2	None	AP2
M07069_3.00_PGSC0003DMG400022823	M07069_3.00_PGSC0003DMG400022823	PGSC0003DMG400022823	CIS_BP	1.1	PGSC0003DMG400022823	0	None	None	1	AP2	None	AP2
M07075_3.00_PGSC0003DMG400022823	M07075_3.00_PGSC0003DMG400022823	PGSC0003DMG400022823	CIS_BP	1.1	PGSC0003DMG400022823	0	None	None	1	AP2	None	AP2
M07076_3.00_PGSC0003DMG400022823	M07076_3.00_PGSC0003DMG400022823	PGSC0003DMG400022823	CIS_BP	1.1	PGSC0003DMG400022823	0	None	None	1	AP2	None	AP2
M07079_3.00_PGSC0003DMG400022823	M07079_3.00_PGSC0003DMG400022823	PGSC0003DMG400022823	CIS_BP	1.1	PGSC0003DMG400022823	0	None	None	1	AP2	None	AP2
M07080_3.00_PGSC0003DMG400022823	M07080_3.00_PGSC0003DMG400022823	PGSC0003DMG400022823	CIS_BP	1.1	PGSC0003DMG400022823	0	None	None	1	AP2	None	AP2
M07081_3.00_PGSC0003DMG400022823	M07081_3.00_PGSC0003DMG400022823	PGSC0003DMG400022823	CIS_BP	1.1	PGSC0003DMG400022823	0	None	None	1	AP2	None	AP2
M07082_3.00_PGSC0003DMG400022823	M07082_3.00_PGSC0003DMG400022823	PGSC0003DMG400022823	CIS_BP	1.1	PGSC0003DMG400022823	0	None	None	1	AP2	None	AP2
M07087_3.00_PGSC0003DMG400022823	M07087_3.00_PGSC0003DMG400022823	PGSC0003DMG400022823	CIS_BP	1.1	PGSC0003DMG400022823	0	None	None	1	AP2	None	AP2
M07088_3.00_PGSC0003DMG400022823	M07088_3.00_PGSC0003DMG400022823	PGSC0003DMG400022823	CIS_BP	1.1	PGSC0003DMG400022823	0	None	None	1	AP2	None	AP2
M10840_3.00_PGSC0003DMG400022823	M10840_3.00_PGSC0003DMG400022823	PGSC0003DMG400022823	CIS_BP	1.1	PGSC0003DMG400022823	0	None	None	1	AP2	None	AP2
M10848_3.00_PGSC0003DMG400022823	M10848_3.00_PGSC0003DMG400022823	PGSC0003DMG400022823	CIS_BP	1.1	PGSC0003DMG400022823	0	None	None	1	AP2	None	AP2
M10850_3.00_PGSC0003DMG400022823	M10850_3.00_PGSC0003DMG400022823	PGSC0003DMG400022823	CIS_BP	1.1	PGSC0003DMG400022823	0	None	None	1	AP2	None	AP2
M10851_3.00_PGSC0003DMG400022823	M10851_3.00_PGSC0003DMG400022823	PGSC0003DMG400022823	CIS_BP	1.1	PGSC0003DMG400022823	0	None	None	1	AP2	None	AP2
M10852_3.00_PGSC0003DMG400022823	M10852_3.00_PGSC0003DMG400022823	PGSC0003DMG400022823	CIS_BP	1.1	PGSC0003DMG400022823	0	None	None	1	AP2	None	AP2
M10855_3.00_PGSC0003DMG400022823	M10855_3.00_PGSC0003DMG400022823	PGSC0003DMG400022823	CIS_BP	1.1	PGSC0003DMG400022823	0	None	None	1	AP2	None	AP2
M10858_3.00_PGSC0003DMG400022823	M10858_3.00_PGSC0003DMG400022823	PGSC0003DMG400022823	CIS_BP	1.1	PGSC0003DMG400022823	0	None	None	1	AP2	None	AP2
._PGSC0003DMG400023295	._PGSC0003DMG400023295	PGSC0003DMG400023295	CIS_BP	1.1	PGSC0003DMG400023295	0	None	None	1	AP2	None	AP2
M00772_3.00_PGSC0003DMG400023593	M00772_3.00_PGSC0003DMG400023593	PGSC0003DMG400023593	CIS_BP	1.1	PGSC0003DMG400023593	0	None	None	1	AP2	None	AP2
M00774_3.00_PGSC0003DMG400023593	M00774_3.00_PGSC0003DMG400023593	PGSC0003DMG400023593	CIS_BP	1.1	PGSC0003DMG400023593	0	None	None	1	AP2	None	AP2
M00775_3.00_PGSC0003DMG400023593	M00775_3.00_PGSC0003DMG400023593	PGSC0003DMG400023593	CIS_BP	1.1	PGSC0003DMG400023593	0	None	None	1	AP2	None	AP2
M00776_3.00_PGSC0003DMG400023593	M00776_3.00_PGSC0003DMG400023593	PGSC0003DMG400023593	CIS_BP	1.1	PGSC0003DMG400023593	0	None	None	1	AP2	None	AP2
M00912_3.00_PGSC0003DMG400023593	M00912_3.00_PGSC0003DMG400023593	PGSC0003DMG400023593	CIS_BP	1.1	PGSC0003DMG400023593	0	None	None	1	AP2	None	AP2
M00919_3.00_PGSC0003DMG400023593	M00919_3.00_PGSC0003DMG400023593	PGSC0003DMG400023593	CIS_BP	1.1	PGSC0003DMG400023593	0	None	None	1	AP2	None	AP2
M00920_3.00_PGSC0003DMG400023593	M00920_3.00_PGSC0003DMG400023593	PGSC0003DMG400023593	CIS_BP	1.1	PGSC0003DMG400023593	0	None	None	1	AP2	None	AP2
M01127_3.00_PGSC0003DMG400023593	M01127_3.00_PGSC0003DMG400023593	PGSC0003DMG400023593	CIS_BP	1.1	PGSC0003DMG400023593	0	None	None	1	AP2	None	AP2
M01128_3.00_PGSC0003DMG400023593	M01128_3.00_PGSC0003DMG400023593	PGSC0003DMG400023593	CIS_BP	1.1	PGSC0003DMG400023593	0	None	None	1	AP2	None	AP2
M01133_3.00_PGSC0003DMG400023593	M01133_3.00_PGSC0003DMG400023593	PGSC0003DMG400023593	CIS_BP	1.1	PGSC0003DMG400023593	0	None	None	1	AP2	None	AP2
M01177_3.00_PGSC0003DMG400023593	M01177_3.00_PGSC0003DMG400023593	PGSC0003DMG400023593	CIS_BP	1.1	PGSC0003DMG400023593	0	None	None	1	AP2	None	AP2
M01182_3.00_PGSC0003DMG400023593	M01182_3.00_PGSC0003DMG400023593	PGSC0003DMG400023593	CIS_BP	1.1	PGSC0003DMG400023593	0	None	None	1	AP2	None	AP2
M01695_3.00_PGSC0003DMG400023593	M01695_3.00_PGSC0003DMG400023593	PGSC0003DMG400023593	CIS_BP	1.1	PGSC0003DMG400023593	0	None	None	1	AP2	None	AP2
M01698_3.00_PGSC0003DMG400023593	M01698_3.00_PGSC0003DMG400023593	PGSC0003DMG400023593	CIS_BP	1.1	PGSC0003DMG400023593	0	None	None	1	AP2	None	AP2
M01699_3.00_PGSC0003DMG400023593	M01699_3.00_PGSC0003DMG400023593	PGSC0003DMG400023593	CIS_BP	1.1	PGSC0003DMG400023593	0	None	None	1	AP2	None	AP2
M01704_3.00_PGSC0003DMG400023593	M01704_3.00_PGSC0003DMG400023593	PGSC0003DMG400023593	CIS_BP	1.1	PGSC0003DMG400023593	0	None	None	1	AP2	None	AP2
M01708_3.00_PGSC0003DMG400023593	M01708_3.00_PGSC0003DMG400023593	PGSC0003DMG400023593	CIS_BP	1.1	PGSC0003DMG400023593	0	None	None	1	AP2	None	AP2
M01710_3.00_PGSC0003DMG400023593	M01710_3.00_PGSC0003DMG400023593	PGSC0003DMG400023593	CIS_BP	1.1	PGSC0003DMG400023593	0	None	None	1	AP2	None	AP2
M01711_3.00_PGSC0003DMG400023593	M01711_3.00_PGSC0003DMG400023593	PGSC0003DMG400023593	CIS_BP	1.1	PGSC0003DMG400023593	0	None	None	1	AP2	None	AP2
M01713_3.00_PGSC0003DMG400023593	M01713_3.00_PGSC0003DMG400023593	PGSC0003DMG400023593	CIS_BP	1.1	PGSC0003DMG400023593	0	None	None	1	AP2	None	AP2
M01714_3.00_PGSC0003DMG400023593	M01714_3.00_PGSC0003DMG400023593	PGSC0003DMG400023593	CIS_BP	1.1	PGSC0003DMG400023593	0	None	None	1	AP2	None	AP2
M01715_3.00_PGSC0003DMG400023593	M01715_3.00_PGSC0003DMG400023593	PGSC0003DMG400023593	CIS_BP	1.1	PGSC0003DMG400023593	0	None	None	1	AP2	None	AP2
M01716_3.00_PGSC0003DMG400023593	M01716_3.00_PGSC0003DMG400023593	PGSC0003DMG400023593	CIS_BP	1.1	PGSC0003DMG400023593	0	None	None	1	AP2	None	AP2
M01725_3.00_PGSC0003DMG400023593	M01725_3.00_PGSC0003DMG400023593	PGSC0003DMG400023593	CIS_BP	1.1	PGSC0003DMG400023593	0	None	None	1	AP2	None	AP2
M06967_3.00_PGSC0003DMG400023593	M06967_3.00_PGSC0003DMG400023593	PGSC0003DMG400023593	CIS_BP	1.1	PGSC0003DMG400023593	0	None	None	1	AP2	None	AP2
M06968_3.00_PGSC0003DMG400023593	M06968_3.00_PGSC0003DMG400023593	PGSC0003DMG400023593	CIS_BP	1.1	PGSC0003DMG400023593	0	None	None	1	AP2	None	AP2
M06984_3.00_PGSC0003DMG400023593	M06984_3.00_PGSC0003DMG400023593	PGSC0003DMG400023593	CIS_BP	1.1	PGSC0003DMG400023593	0	None	None	1	AP2	None	AP2
M06985_3.00_PGSC0003DMG400023593	M06985_3.00_PGSC0003DMG400023593	PGSC0003DMG400023593	CIS_BP	1.1	PGSC0003DMG400023593	0	None	None	1	AP2	None	AP2
M06993_3.00_PGSC0003DMG400023593	M06993_3.00_PGSC0003DMG400023593	PGSC0003DMG400023593	CIS_BP	1.1	PGSC0003DMG400023593	0	None	None	1	AP2	None	AP2
M07011_3.00_PGSC0003DMG400023593	M07011_3.00_PGSC0003DMG400023593	PGSC0003DMG400023593	CIS_BP	1.1	PGSC0003DMG400023593	0	None	None	1	AP2	None	AP2
M07012_3.00_PGSC0003DMG400023593	M07012_3.00_PGSC0003DMG400023593	PGSC0003DMG400023593	CIS_BP	1.1	PGSC0003DMG400023593	0	None	None	1	AP2	None	AP2
M07021_3.00_PGSC0003DMG400023593	M07021_3.00_PGSC0003DMG400023593	PGSC0003DMG400023593	CIS_BP	1.1	PGSC0003DMG400023593	0	None	None	1	AP2	None	AP2
M07022_3.00_PGSC0003DMG400023593	M07022_3.00_PGSC0003DMG400023593	PGSC0003DMG400023593	CIS_BP	1.1	PGSC0003DMG400023593	0	None	None	1	AP2	None	AP2
M07025_3.00_PGSC0003DMG400023593	M07025_3.00_PGSC0003DMG400023593	PGSC0003DMG400023593	CIS_BP	1.1	PGSC0003DMG400023593	0	None	None	1	AP2	None	AP2
M07026_3.00_PGSC0003DMG400023593	M07026_3.00_PGSC0003DMG400023593	PGSC0003DMG400023593	CIS_BP	1.1	PGSC0003DMG400023593	0	None	None	1	AP2	None	AP2
M07029_3.00_PGSC0003DMG400023593	M07029_3.00_PGSC0003DMG400023593	PGSC0003DMG400023593	CIS_BP	1.1	PGSC0003DMG400023593	0	None	None	1	AP2	None	AP2
M07030_3.00_PGSC0003DMG400023593	M07030_3.00_PGSC0003DMG400023593	PGSC0003DMG400023593	CIS_BP	1.1	PGSC0003DMG400023593	0	None	None	1	AP2	None	AP2
M07050_3.00_PGSC0003DMG400023593	M07050_3.00_PGSC0003DMG400023593	PGSC0003DMG400023593	CIS_BP	1.1	PGSC0003DMG400023593	0	None	None	1	AP2	None	AP2
M07051_3.00_PGSC0003DMG400023593	M07051_3.00_PGSC0003DMG400023593	PGSC0003DMG400023593	CIS_BP	1.1	PGSC0003DMG400023593	0	None	None	1	AP2	None	AP2
M07058_3.00_PGSC0003DMG400023593	M07058_3.00_PGSC0003DMG400023593	PGSC0003DMG400023593	CIS_BP	1.1	PGSC0003DMG400023593	0	None	None	1	AP2	None	AP2
M07059_3.00_PGSC0003DMG400023593	M07059_3.00_PGSC0003DMG400023593	PGSC0003DMG400023593	CIS_BP	1.1	PGSC0003DMG400023593	0	None	None	1	AP2	None	AP2
M07062_3.00_PGSC0003DMG400023593	M07062_3.00_PGSC0003DMG400023593	PGSC0003DMG400023593	CIS_BP	1.1	PGSC0003DMG400023593	0	None	None	1	AP2	None	AP2
M07063_3.00_PGSC0003DMG400023593	M07063_3.00_PGSC0003DMG400023593	PGSC0003DMG400023593	CIS_BP	1.1	PGSC0003DMG400023593	0	None	None	1	AP2	None	AP2
M07075_3.00_PGSC0003DMG400023593	M07075_3.00_PGSC0003DMG400023593	PGSC0003DMG400023593	CIS_BP	1.1	PGSC0003DMG400023593	0	None	None	1	AP2	None	AP2
M07076_3.00_PGSC0003DMG400023593	M07076_3.00_PGSC0003DMG400023593	PGSC0003DMG400023593	CIS_BP	1.1	PGSC0003DMG400023593	0	None	None	1	AP2	None	AP2
M07077_3.00_PGSC0003DMG400023593	M07077_3.00_PGSC0003DMG400023593	PGSC0003DMG400023593	CIS_BP	1.1	PGSC0003DMG400023593	0	None	None	1	AP2	None	AP2
M07078_3.00_PGSC0003DMG400023593	M07078_3.00_PGSC0003DMG400023593	PGSC0003DMG400023593	CIS_BP	1.1	PGSC0003DMG400023593	0	None	None	1	AP2	None	AP2
M07079_3.00_PGSC0003DMG400023593	M07079_3.00_PGSC0003DMG400023593	PGSC0003DMG400023593	CIS_BP	1.1	PGSC0003DMG400023593	0	None	None	1	AP2	None	AP2
M07080_3.00_PGSC0003DMG400023593	M07080_3.00_PGSC0003DMG400023593	PGSC0003DMG400023593	CIS_BP	1.1	PGSC0003DMG400023593	0	None	None	1	AP2	None	AP2
M07081_3.00_PGSC0003DMG400023593	M07081_3.00_PGSC0003DMG400023593	PGSC0003DMG400023593	CIS_BP	1.1	PGSC0003DMG400023593	0	None	None	1	AP2	None	AP2
M07082_3.00_PGSC0003DMG400023593	M07082_3.00_PGSC0003DMG400023593	PGSC0003DMG400023593	CIS_BP	1.1	PGSC0003DMG400023593	0	None	None	1	AP2	None	AP2
M07089_3.00_PGSC0003DMG400023593	M07089_3.00_PGSC0003DMG400023593	PGSC0003DMG400023593	CIS_BP	1.1	PGSC0003DMG400023593	0	None	None	1	AP2	None	AP2
M07090_3.00_PGSC0003DMG400023593	M07090_3.00_PGSC0003DMG400023593	PGSC0003DMG400023593	CIS_BP	1.1	PGSC0003DMG400023593	0	None	None	1	AP2	None	AP2
M10848_3.00_PGSC0003DMG400023593	M10848_3.00_PGSC0003DMG400023593	PGSC0003DMG400023593	CIS_BP	1.1	PGSC0003DMG400023593	0	None	None	1	AP2	None	AP2
M10849_3.00_PGSC0003DMG400023593	M10849_3.00_PGSC0003DMG400023593	PGSC0003DMG400023593	CIS_BP	1.1	PGSC0003DMG400023593	0	None	None	1	AP2	None	AP2
M10850_3.00_PGSC0003DMG400023593	M10850_3.00_PGSC0003DMG400023593	PGSC0003DMG400023593	CIS_BP	1.1	PGSC0003DMG400023593	0	None	None	1	AP2	None	AP2
M10851_3.00_PGSC0003DMG400023593	M10851_3.00_PGSC0003DMG400023593	PGSC0003DMG400023593	CIS_BP	1.1	PGSC0003DMG400023593	0	None	None	1	AP2	None	AP2
M10852_3.00_PGSC0003DMG400023593	M10852_3.00_PGSC0003DMG400023593	PGSC0003DMG400023593	CIS_BP	1.1	PGSC0003DMG400023593	0	None	None	1	AP2	None	AP2
M10853_3.00_PGSC0003DMG400023593	M10853_3.00_PGSC0003DMG400023593	PGSC0003DMG400023593	CIS_BP	1.1	PGSC0003DMG400023593	0	None	None	1	AP2	None	AP2
M10858_3.00_PGSC0003DMG400023593	M10858_3.00_PGSC0003DMG400023593	PGSC0003DMG400023593	CIS_BP	1.1	PGSC0003DMG400023593	0	None	None	1	AP2	None	AP2
M00773_3.00_PGSC0003DMG400023619	M00773_3.00_PGSC0003DMG400023619	PGSC0003DMG400023619	CIS_BP	1.1	PGSC0003DMG400023619	0	None	None	1	AP2	None	AP2
M00775_3.00_PGSC0003DMG400023619	M00775_3.00_PGSC0003DMG400023619	PGSC0003DMG400023619	CIS_BP	1.1	PGSC0003DMG400023619	0	None	None	1	AP2	None	AP2
M00918_3.00_PGSC0003DMG400023619	M00918_3.00_PGSC0003DMG400023619	PGSC0003DMG400023619	CIS_BP	1.1	PGSC0003DMG400023619	0	None	None	1	AP2	None	AP2
M00919_3.00_PGSC0003DMG400023619	M00919_3.00_PGSC0003DMG400023619	PGSC0003DMG400023619	CIS_BP	1.1	PGSC0003DMG400023619	0	None	None	1	AP2	None	AP2
M01132_3.00_PGSC0003DMG400023619	M01132_3.00_PGSC0003DMG400023619	PGSC0003DMG400023619	CIS_BP	1.1	PGSC0003DMG400023619	0	None	None	1	AP2	None	AP2
M01182_3.00_PGSC0003DMG400023619	M01182_3.00_PGSC0003DMG400023619	PGSC0003DMG400023619	CIS_BP	1.1	PGSC0003DMG400023619	0	None	None	1	AP2	None	AP2
M01701_3.00_PGSC0003DMG400023619	M01701_3.00_PGSC0003DMG400023619	PGSC0003DMG400023619	CIS_BP	1.1	PGSC0003DMG400023619	0	None	None	1	AP2	None	AP2
M01704_3.00_PGSC0003DMG400023619	M01704_3.00_PGSC0003DMG400023619	PGSC0003DMG400023619	CIS_BP	1.1	PGSC0003DMG400023619	0	None	None	1	AP2	None	AP2
M01711_3.00_PGSC0003DMG400023619	M01711_3.00_PGSC0003DMG400023619	PGSC0003DMG400023619	CIS_BP	1.1	PGSC0003DMG400023619	0	None	None	1	AP2	None	AP2
M01712_3.00_PGSC0003DMG400023619	M01712_3.00_PGSC0003DMG400023619	PGSC0003DMG400023619	CIS_BP	1.1	PGSC0003DMG400023619	0	None	None	1	AP2	None	AP2
M01714_3.00_PGSC0003DMG400023619	M01714_3.00_PGSC0003DMG400023619	PGSC0003DMG400023619	CIS_BP	1.1	PGSC0003DMG400023619	0	None	None	1	AP2	None	AP2
M01725_3.00_PGSC0003DMG400023619	M01725_3.00_PGSC0003DMG400023619	PGSC0003DMG400023619	CIS_BP	1.1	PGSC0003DMG400023619	0	None	None	1	AP2	None	AP2
M07000_3.00_PGSC0003DMG400023619	M07000_3.00_PGSC0003DMG400023619	PGSC0003DMG400023619	CIS_BP	1.1	PGSC0003DMG400023619	0	None	None	1	AP2	None	AP2
M07001_3.00_PGSC0003DMG400023619	M07001_3.00_PGSC0003DMG400023619	PGSC0003DMG400023619	CIS_BP	1.1	PGSC0003DMG400023619	0	None	None	1	AP2	None	AP2
M07009_3.00_PGSC0003DMG400023619	M07009_3.00_PGSC0003DMG400023619	PGSC0003DMG400023619	CIS_BP	1.1	PGSC0003DMG400023619	0	None	None	1	AP2	None	AP2
M07010_3.00_PGSC0003DMG400023619	M07010_3.00_PGSC0003DMG400023619	PGSC0003DMG400023619	CIS_BP	1.1	PGSC0003DMG400023619	0	None	None	1	AP2	None	AP2
M07029_3.00_PGSC0003DMG400023619	M07029_3.00_PGSC0003DMG400023619	PGSC0003DMG400023619	CIS_BP	1.1	PGSC0003DMG400023619	0	None	None	1	AP2	None	AP2
M07030_3.00_PGSC0003DMG400023619	M07030_3.00_PGSC0003DMG400023619	PGSC0003DMG400023619	CIS_BP	1.1	PGSC0003DMG400023619	0	None	None	1	AP2	None	AP2
M07031_3.00_PGSC0003DMG400023619	M07031_3.00_PGSC0003DMG400023619	PGSC0003DMG400023619	CIS_BP	1.1	PGSC0003DMG400023619	0	None	None	1	AP2	None	AP2
M07032_3.00_PGSC0003DMG400023619	M07032_3.00_PGSC0003DMG400023619	PGSC0003DMG400023619	CIS_BP	1.1	PGSC0003DMG400023619	0	None	None	1	AP2	None	AP2
M07043_3.00_PGSC0003DMG400023619	M07043_3.00_PGSC0003DMG400023619	PGSC0003DMG400023619	CIS_BP	1.1	PGSC0003DMG400023619	0	None	None	1	AP2	None	AP2
M07066_3.00_PGSC0003DMG400023619	M07066_3.00_PGSC0003DMG400023619	PGSC0003DMG400023619	CIS_BP	1.1	PGSC0003DMG400023619	0	None	None	1	AP2	None	AP2
M07068_3.00_PGSC0003DMG400023619	M07068_3.00_PGSC0003DMG400023619	PGSC0003DMG400023619	CIS_BP	1.1	PGSC0003DMG400023619	0	None	None	1	AP2	None	AP2
M07069_3.00_PGSC0003DMG400023619	M07069_3.00_PGSC0003DMG400023619	PGSC0003DMG400023619	CIS_BP	1.1	PGSC0003DMG400023619	0	None	None	1	AP2	None	AP2
M07075_3.00_PGSC0003DMG400023619	M07075_3.00_PGSC0003DMG400023619	PGSC0003DMG400023619	CIS_BP	1.1	PGSC0003DMG400023619	0	None	None	1	AP2	None	AP2
M07076_3.00_PGSC0003DMG400023619	M07076_3.00_PGSC0003DMG400023619	PGSC0003DMG400023619	CIS_BP	1.1	PGSC0003DMG400023619	0	None	None	1	AP2	None	AP2
M07081_3.00_PGSC0003DMG400023619	M07081_3.00_PGSC0003DMG400023619	PGSC0003DMG400023619	CIS_BP	1.1	PGSC0003DMG400023619	0	None	None	1	AP2	None	AP2
M07082_3.00_PGSC0003DMG400023619	M07082_3.00_PGSC0003DMG400023619	PGSC0003DMG400023619	CIS_BP	1.1	PGSC0003DMG400023619	0	None	None	1	AP2	None	AP2
M07087_3.00_PGSC0003DMG400023619	M07087_3.00_PGSC0003DMG400023619	PGSC0003DMG400023619	CIS_BP	1.1	PGSC0003DMG400023619	0	None	None	1	AP2	None	AP2
M07088_3.00_PGSC0003DMG400023619	M07088_3.00_PGSC0003DMG400023619	PGSC0003DMG400023619	CIS_BP	1.1	PGSC0003DMG400023619	0	None	None	1	AP2	None	AP2
M10826_3.00_PGSC0003DMG400023619	M10826_3.00_PGSC0003DMG400023619	PGSC0003DMG400023619	CIS_BP	1.1	PGSC0003DMG400023619	0	None	None	1	AP2	None	AP2
M10827_3.00_PGSC0003DMG400023619	M10827_3.00_PGSC0003DMG400023619	PGSC0003DMG400023619	CIS_BP	1.1	PGSC0003DMG400023619	0	None	None	1	AP2	None	AP2
M10840_3.00_PGSC0003DMG400023619	M10840_3.00_PGSC0003DMG400023619	PGSC0003DMG400023619	CIS_BP	1.1	PGSC0003DMG400023619	0	None	None	1	AP2	None	AP2
M10850_3.00_PGSC0003DMG400023619	M10850_3.00_PGSC0003DMG400023619	PGSC0003DMG400023619	CIS_BP	1.1	PGSC0003DMG400023619	0	None	None	1	AP2	None	AP2
M10851_3.00_PGSC0003DMG400023619	M10851_3.00_PGSC0003DMG400023619	PGSC0003DMG400023619	CIS_BP	1.1	PGSC0003DMG400023619	0	None	None	1	AP2	None	AP2
M10853_3.00_PGSC0003DMG400023619	M10853_3.00_PGSC0003DMG400023619	PGSC0003DMG400023619	CIS_BP	1.1	PGSC0003DMG400023619	0	None	None	1	AP2	None	AP2
M10855_3.00_PGSC0003DMG400023619	M10855_3.00_PGSC0003DMG400023619	PGSC0003DMG400023619	CIS_BP	1.1	PGSC0003DMG400023619	0	None	None	1	AP2	None	AP2
M07070_3.00_PGSC0003DMG400023701	M07070_3.00_PGSC0003DMG400023701	PGSC0003DMG400023701	CIS_BP	1.1	PGSC0003DMG400023701	0	None	None	1	AP2	None	AP2
M07071_3.00_PGSC0003DMG400023701	M07071_3.00_PGSC0003DMG400023701	PGSC0003DMG400023701	CIS_BP	1.1	PGSC0003DMG400023701	0	None	None	1	AP2	None	AP2
M01179_3.00_PGSC0003DMG400023717	M01179_3.00_PGSC0003DMG400023717	PGSC0003DMG400023717	CIS_BP	1.1	PGSC0003DMG400023717	0	None	None	1	AP2	None	AP2
M01180_3.00_PGSC0003DMG400023717	M01180_3.00_PGSC0003DMG400023717	PGSC0003DMG400023717	CIS_BP	1.1	PGSC0003DMG400023717	0	None	None	1	AP2	None	AP2
M07035_3.00_PGSC0003DMG400023717	M07035_3.00_PGSC0003DMG400023717	PGSC0003DMG400023717	CIS_BP	1.1	PGSC0003DMG400023717	0	None	None	1	AP2	None	AP2
M07067_3.00_PGSC0003DMG400023717	M07067_3.00_PGSC0003DMG400023717	PGSC0003DMG400023717	CIS_BP	1.1	PGSC0003DMG400023717	0	None	None	1	AP2	None	AP2
._PGSC0003DMG400024145	._PGSC0003DMG400024145	PGSC0003DMG400024145	CIS_BP	1.1	PGSC0003DMG400024145	0	None	None	1	AP2	None	AP2
._PGSC0003DMG400024408	._PGSC0003DMG400024408	PGSC0003DMG400024408	CIS_BP	1.1	PGSC0003DMG400024408	0	None	None	1	AP2	None	AP2
M07070_3.00_PGSC0003DMG400024606	M07070_3.00_PGSC0003DMG400024606	PGSC0003DMG400024606	CIS_BP	1.1	PGSC0003DMG400024606	0	None	None	1	AP2	None	AP2
M07071_3.00_PGSC0003DMG400024606	M07071_3.00_PGSC0003DMG400024606	PGSC0003DMG400024606	CIS_BP	1.1	PGSC0003DMG400024606	0	None	None	1	AP2	None	AP2
M07070_3.00_PGSC0003DMG400025151	M07070_3.00_PGSC0003DMG400025151	PGSC0003DMG400025151	CIS_BP	1.1	PGSC0003DMG400025151	0	None	None	1	AP2	None	AP2
M07071_3.00_PGSC0003DMG400025151	M07071_3.00_PGSC0003DMG400025151	PGSC0003DMG400025151	CIS_BP	1.1	PGSC0003DMG400025151	0	None	None	1	AP2	None	AP2
._PGSC0003DMG400025282	._PGSC0003DMG400025282	PGSC0003DMG400025282	CIS_BP	1.1	PGSC0003DMG400025282	0	None	None	1	AP2	None	AP2
M00916_3.00_PGSC0003DMG400025390	M00916_3.00_PGSC0003DMG400025390	PGSC0003DMG400025390	CIS_BP	1.1	PGSC0003DMG400025390	0	None	None	1	AP2	None	AP2
M10835_3.00_PGSC0003DMG400025390	M10835_3.00_PGSC0003DMG400025390	PGSC0003DMG400025390	CIS_BP	1.1	PGSC0003DMG400025390	0	None	None	1	AP2	None	AP2
M10859_3.00_PGSC0003DMG400025390	M10859_3.00_PGSC0003DMG400025390	PGSC0003DMG400025390	CIS_BP	1.1	PGSC0003DMG400025390	0	None	None	1	AP2	None	AP2
M10860_3.00_PGSC0003DMG400025390	M10860_3.00_PGSC0003DMG400025390	PGSC0003DMG400025390	CIS_BP	1.1	PGSC0003DMG400025390	0	None	None	1	AP2	None	AP2
M00916_3.00_PGSC0003DMG400025479	M00916_3.00_PGSC0003DMG400025479	PGSC0003DMG400025479	CIS_BP	1.1	PGSC0003DMG400025479	0	None	None	1	AP2	None	AP2
M10835_3.00_PGSC0003DMG400025479	M10835_3.00_PGSC0003DMG400025479	PGSC0003DMG400025479	CIS_BP	1.1	PGSC0003DMG400025479	0	None	None	1	AP2	None	AP2
M10859_3.00_PGSC0003DMG400025479	M10859_3.00_PGSC0003DMG400025479	PGSC0003DMG400025479	CIS_BP	1.1	PGSC0003DMG400025479	0	None	None	1	AP2	None	AP2
